eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
201.0,0.0,917,0.0009571526,0.0,0.5540085,-0.0007218413,1.3730391e-05,-17.189783096313477,380,778240,866.9768645560034,778240
201.0,0.0,912,0.0011524315,0.0,0.51815027,-0.00090151036,1.2563187e-05,-69.23701477050781,390,798720,889.755073735003,798720
201.0,0.0,903,0.0009044722,0.0,0.3479941,-0.000759555,1.3621728e-05,-20.154123306274414,400,819200,912.3734977999993,819200
201.0,0.0,902,0.00097079505,0.008300781,0.28826228,-0.0011826801,1.0822714e-05,-25.004314422607422,410,839680,935.1100238290019,839680
201.0,-0.1,878,0.00020864792,0.0,0.14176702,-0.0007428053,0.000116216805,-0.03791344165802002,420,860160,958.3366490320041,860160
201.0,0.0,829,5.3518247e-06,0.0,0.033541664,-0.000119378674,1.0672821e-05,0.5437727570533752,430,880640,981.7066993020053,880640
201.0,0.0,883,3.3656747e-06,0.0,0.015805421,-9.0955626e-05,6.233046e-06,0.5694351196289062,440,901120,1005.5164435719998,901120
201.0,0.0,813,8.533439e-08,0.0,0.008080854,-1.4898251e-06,5.521686e-07,0.6536787152290344,450,921600,1029.8848754620049,921600
201.0,0.0,878,4.194822e-07,0.0,0.0054774834,-6.418511e-05,1.7329228e-06,0.3911006450653076,460,942080,1053.3076522539995,942080
201.0,0.0,851,3.0789726e-13,0.0,0.0037809964,2.5320332e-09,5.0982595e-07,0.7180569767951965,470,962560,1077.2471140620037,962560
201.0,0.0,841,4.0564286e-16,0.0,0.0034217415,6.519258e-09,5.398965e-07,0.5745794177055359,480,983040,1101.0062998040012,983040
201.0,0.0,854,1.6883446e-13,0.0,0.0030492435,1.9310392e-08,2.04031e-06,-1.4944703578948975,490,1003520,1124.4754230840044,1003520
201.0,0.0,865,1.3278441e-11,0.0,0.0027613086,1.0186341e-10,4.0530648e-07,0.7820936441421509,500,1024000,1148.5427470840004,1024000
201.0,0.0,874,1.8405156e-11,0.0,0.0026418092,-1.2369128e-09,4.3022587e-07,0.6679531335830688,510,1044480,1172.5546712620053,1044480
201.0,0.0,878,1.9483748e-08,0.0,0.002484231,-3.7494028e-06,3.6420232e-07,0.5804960131645203,520,1064960,1196.359591338005,1064960
201.0,0.0,822,0.0,0.0,0.0020118575,1.2223609e-09,4.7132227e-07,0.6597283780574799,530,1085440,1220.3699588279997,1085440
201.0,0.0,908,6.021161e-13,0.0,0.0023471897,-6.9703674e-09,2.4883724e-07,0.45429307222366333,540,1105920,1243.7827768070056,1105920
201.0,0.0,862,1.9767254e-08,0.0,0.0019536975,-2.6167545e-06,2.0410545e-07,0.5249489843845367,550,1126400,1267.4544653859994,1126400
201.0,0.0,825,8.020857e-08,0.0,0.0016950328,-6.5901113e-06,2.4949642e-07,0.5334668159484863,560,1146880,1291.4222146200045,1146880
201.0,0.0,887,2.482842e-13,0.0,0.0015084791,3.0631782e-09,2.4791177e-07,0.5471086204051971,570,1167360,1315.5157250910052,1167360
201.0,0.0,853,2.7386259e-06,0.0,0.0011695154,-0.00011608588,5.314031e-07,0.12462067604064941,580,1187840,1340.1736414210027,1187840
201.0,0.0,886,1.1057198e-14,0.0,0.0008635527,1.1961674e-08,1.4894874e-07,0.5309478640556335,590,1208320,1363.5465524259998,1208320
201.0,0.0,844,2.60145e-18,0.0,0.0008631144,2.3283064e-10,1.0469508e-07,0.4375377893447876,600,1228800,1387.359589533,1228800
201.0,0.0,849,4.197579e-15,0.0,0.00064082514,1.6007107e-09,1.7750858e-07,0.41482752561569214,610,1249280,1411.0240557050056,1249280
201.0,0.0,878,2.3254074e-09,0.0,0.0006398266,-1.5189289e-07,1.7144087e-07,-0.1958082914352417,620,1269760,1434.8330984280037,1269760
201.0,0.0,893,3.3102115e-12,0.0,0.0005797335,-4.0992745e-08,1.0193529e-07,0.4079015254974365,630,1290240,1458.2863710080055,1290240
201.0,0.0,854,1.9904554e-15,0.0,0.0005182172,-6.693881e-09,1.09658814e-07,0.2487543821334839,640,1310720,1481.7176939580022,1310720
201.0,0.0,853,0.0,0.0,0.0005168038,2.764864e-10,6.808349e-08,-0.1593949794769287,650,1331200,1505.2179161630047,1331200
201.0,0.0,848,0.0,0.0,0.00048228767,-8.8766683e-10,1.3636401e-07,-0.39747679233551025,660,1351680,1528.6129479240044,1351680
201.0,0.0,862,4.554988e-15,0.0,0.0004278583,-7.756171e-09,1.3050453e-07,-0.3389279842376709,670,1372160,1552.197136089002,1372160
201.0,0.0,863,0.0,0.0,0.0004314502,1.906301e-09,7.728252e-08,-0.6652927398681641,680,1392640,1575.8305214130014,1392640
201.0,0.0,780,3.0289895e-14,0.0,0.00048099042,-6.4028427e-09,9.6138734e-08,-0.37851595878601074,690,1413120,1599.8532276500046,1413120
201.0,0.0,865,3.2741012e-15,0.0,0.00031171087,1.4042598e-08,3.9609628e-08,-1.1453115940093994,700,1433600,1624.0030444580043,1433600
201.0,0.0,879,1.7346176e-18,0.0,0.00029658963,-3.783498e-10,5.547009e-08,-0.5158578157424927,710,1454080,1647.7284559140026,1454080
