# {"t_start": 1569753756.0582826, "env_id": null} 
r,l,t
0,201,10018.346915
0,201,10018.966834
0,201,10019.602913
0,201,10020.224658
0,201,10020.843824
0,201,10021.498707
0,201,10022.125579
0,201,10022.747934
0,201,10023.376866
0,201,10024.006376
0,201,10024.624737
0,201,10025.23839
0,201,10025.874032
0,201,10026.492243
0,201,10027.13683
0,201,10027.764024
0,201,10028.407356
0,201,10029.013241
0,201,10029.625313
0,201,10030.228092
0,201,10030.843201
0,201,10031.464909
0,201,10032.060559
0,201,10032.669755
0,201,10033.266426
0,201,10033.869426
0,201,10034.477708
0,201,10035.06834
0,201,10035.698153
0,201,10036.331611
0,201,10036.976978
0,201,10037.647446
0,201,10038.274324
0,201,10038.869713
0,201,10039.466524
0,201,10040.049279
0,201,10040.649018
0,201,10041.246739
0,201,10041.850636
0,201,10042.452981
0,201,10043.094787
0,201,10043.70778
0,201,10044.341782
0,201,10044.949783
0,201,10045.57241
0,201,10046.20672
0,201,10046.839647
0,201,10047.478327
-10,201,10048.116461
0,201,10048.738452
0,201,10049.370583
0,201,10049.980889
-10,201,10050.561165
0,201,10051.19093
0,201,10051.806775
0,201,10052.406438
0,201,10052.999645
0,201,10053.60115
0,201,10054.204728
0,201,10054.837391
0,201,10055.434887
0,201,10056.033905
0,201,10056.630212
0,201,10057.22577
0,201,10057.818633
0,201,10058.418576
0,201,10059.025227
0,201,10059.628931
0,201,10060.213844
0,201,10060.798686
-10,201,10061.387724
0,201,10061.977059
0,201,10062.556913
0,201,10063.167517
0,201,10063.782001
0,201,10064.408726
0,201,10065.016937
0,201,10065.621974
0,201,10066.209829
0,201,10066.816617
0,201,10067.422472
0,201,10068.00754
0,201,10068.616287
0,201,10069.214357
0,201,10069.801752
0,201,10070.433367
0,201,10071.026164
0,201,10071.631406
0,201,10072.238785
0,201,10072.848227
0,201,10073.456405
0,201,10074.054998
0,201,10074.643989
0,201,10075.241698
0,201,10075.828798
0,201,10076.429873
-10,201,10077.010928
0,201,10077.594552
0,201,10078.179328
0,201,10078.76055
0,201,10079.328516
0,201,10079.894444
0,201,10080.448451
0,201,10081.020424
-10,201,10081.599382
0,201,10082.174563
0,201,10082.737913
-10,201,10083.305016
0,201,10083.891807
-10,201,10084.480352
0,201,10085.053749
-10,201,10085.624686
0,201,10086.223322
-10,201,10086.826949
0,201,10087.43069
0,201,10088.026874
0,201,10088.613085
0,201,10089.195766
0,201,10089.776153
0,201,10090.351362
0,201,10090.932322
0,201,10091.506315
0,201,10092.09332
0,201,10092.692259
0,201,10093.279778
0,201,10093.863992
0,201,10094.445411
0,201,10095.039787
0,201,10095.643851
0,201,10096.235433
-10,201,10096.820616
0,201,10097.401659
0,201,10097.983386
0,201,10098.56672
0,201,10099.154301
0,201,10099.739532
0,201,10100.32282
0,201,10100.925179
10,201,10101.513755
0,201,10102.092216
0,201,10102.67602
0,201,10103.249024
0,201,10103.846741
0,201,10104.438941
0,201,10105.028387
0,201,10105.610047
-10,201,10106.191665
0,201,10106.766706
0,201,10107.33992
0,201,10107.906732
0,201,10108.486031
0,201,10109.076823
0,201,10109.661191
0,201,10110.244881
0,201,10110.825659
0,201,10111.411947
0,201,10111.999283
0,201,10112.582616
0,201,10113.160922
0,201,10113.759186
0,201,10114.357101
0,201,10114.950198
0,201,10115.532438
0,201,10116.105026
0,201,10116.679904
0,201,10117.265545
0,201,10117.838913
0,201,10118.419898
0,201,10119.000004
0,201,10119.581573
0,201,10120.156925
0,201,10120.736591
0,201,10121.318389
0,201,10121.909166
0,201,10122.508878
0,201,10123.091096
0,201,10123.671803
0,201,10124.276355
0,201,10124.871577
0,201,10125.484101
0,201,10126.076838
0,201,10126.687876
0,201,10127.302086
0,201,10127.893971
0,201,10128.493319
0,201,10129.090646
0,201,10129.676463
0,201,10130.264506
0,201,10130.847726
-10,201,10131.421561
0,201,10132.008609
0,201,10132.605042
0,201,10133.199527
0,201,10133.800889
0,201,10134.395755
0,201,10134.985106
0,201,10135.576672
0,201,10136.178673
-10,201,10136.771012
0,201,10137.355616
0,201,10137.958594
0,201,10138.548951
0,201,10139.137993
0,201,10139.733649
-10,201,10140.324704
0,201,10140.915698
0,201,10141.497674
0,201,10142.086492
0,201,10142.693303
0,201,10143.277862
0,201,10143.86345
0,201,10144.445995
0,201,10145.022893
0,201,10145.607701
0,201,10146.196946
0,201,10146.783726
0,201,10147.373179
0,201,10147.979192
-10,201,10148.565397
0,201,10149.154969
0,201,10149.748925
0,201,10150.3493
0,201,10150.963754
0,201,10151.556342
-10,201,10152.151021
0,201,10152.751994
0,201,10153.389157
0,201,10153.99787
0,201,10154.600538
0,201,10155.207623
0,201,10155.805918
0,201,10156.413444
10,201,10157.013209
0,201,10157.621537
0,201,10158.226248
10,201,10158.82126
0,201,10159.427503
0,201,10160.018189
0,201,10160.618457
0,201,10161.194441
-10,201,10161.7825
0,201,10162.39449
0,201,10162.980236
0,201,10163.577326
0,201,10164.191106
0,201,10164.822084
0,201,10165.416774
0,201,10166.025895
0,201,10166.615946
0,201,10167.208823
0,201,10167.850824
0,201,10168.437057
0,201,10169.041016
0,201,10169.64528
0,201,10170.273638
0,201,10170.903203
0,201,10171.503599
0,201,10172.093718
0,201,10172.700464
0,201,10173.310069
0,201,10173.915021
0,201,10174.509634
0,201,10175.117558
0,201,10175.730137
0,201,10176.320811
0,201,10176.91034
0,201,10177.500973
0,201,10178.09166
0,201,10178.682032
0,201,10179.260476
0,201,10179.834178
0,201,10180.411419
0,201,10181.004229
0,201,10181.603588
0,201,10182.204791
0,201,10182.800596
0,201,10183.382644
0,201,10183.966809
0,201,10184.549504
0,201,10185.128836
-10,201,10185.709419
0,201,10186.289596
10,201,10186.864683
-10,201,10187.443695
-20,201,10188.027351
0,201,10188.613522
0,201,10189.198959
0,201,10189.781854
0,201,10190.358236
0,201,10190.942684
0,201,10191.524965
0,201,10192.103679
0,201,10192.672702
-70,201,10193.247628
0,201,10193.825711
-20,201,10194.414845
0,201,10194.999657
-20,201,10195.596292
0,201,10196.19374
0,201,10196.804595
0,201,10197.416734
0,201,10198.01947
0,201,10198.627967
0,201,10199.224221
0,201,10199.847537
0,201,10200.466738
0,201,10201.076597
0,201,10201.705326
0,201,10202.312986
0,201,10202.908187
0,201,10203.517772
0,201,10204.141478
0,201,10204.761475
0,201,10205.378795
0,201,10206.006002
0,201,10206.620441
0,201,10207.217198
0,201,10207.82529
0,201,10208.502373
0,201,10209.111152
0,201,10209.708843
0,201,10210.322369
0,201,10210.948488
0,201,10211.561735
0,201,10212.190564
0,201,10212.809748
0,201,10213.440875
0,201,10214.076976
0,201,10214.710938
0,201,10215.370654
0,201,10215.974765
0,201,10216.61338
0,201,10217.27046
0,201,10217.909124
0,201,10218.526704
0,201,10219.144536
0,201,10219.78488
0,201,10220.405785
0,201,10221.017505
0,201,10221.622631
-10,201,10222.208483
0,201,10222.800405
0,201,10223.394587
-10,201,10224.00457
0,201,10224.61054
0,201,10225.237415
-10,201,10225.826523
0,201,10226.429742
0,201,10227.014361
0,201,10227.608542
0,201,10228.19469
0,201,10228.784556
0,201,10229.384189
0,201,10229.985069
-10,201,10230.578679
0,201,10231.158551
0,201,10231.738825
0,201,10232.324997
0,201,10232.902884
0,201,10233.487718
0,201,10234.069764
-10,201,10234.652736
-10,201,10235.240617
0,201,10235.828549
0,201,10236.410744
-10,201,10237.005274
0,201,10237.600031
0,201,10238.194349
0,201,10238.787669
0,201,10239.386113
0,201,10239.964939
-10,201,10240.53997
0,201,10241.106103
0,201,10241.690227
0,201,10242.271808
0,201,10242.8515
0,201,10243.446007
0,201,10244.046085
0,201,10244.629724
0,201,10245.223497
0,201,10245.804553
0,201,10246.389223
0,201,10246.994714
0,201,10247.581726
0,201,10248.159787
0,201,10248.758522
0,201,10249.352767
0,201,10249.956084
0,201,10250.561051
0,201,10251.164124
0,201,10251.771203
0,201,10252.382049
0,201,10252.987828
0,201,10253.594819
0,201,10254.2064
0,201,10254.796547
0,201,10255.405359
0,201,10256.010232
0,201,10256.634012
0,201,10257.205763
0,201,10257.802307
-10,201,10258.390002
-10,201,10258.976835
0,201,10259.581964
0,201,10260.201195
0,201,10260.831509
0,201,10261.430915
0,201,10262.01292
0,201,10262.587308
0,201,10263.20687
0,201,10263.814813
0,201,10264.41893
0,201,10265.014579
-10,201,10265.601761
0,201,10266.17945
0,201,10266.766645
0,201,10267.368196
-10,201,10267.973006
0,201,10268.591716
0,201,10269.199083
0,201,10269.794156
0,201,10270.380085
0,201,10270.970787
0,201,10271.559026
0,201,10272.155258
0,201,10272.743472
0,201,10273.339061
0,201,10273.936512
0,201,10274.517573
0,201,10275.112627
0,201,10275.707013
0,201,10276.322437
0,201,10276.954711
10,201,10277.601135
-10,201,10278.203716
0,201,10278.830238
0,201,10279.446934
0,201,10280.06931
0,201,10280.682544
0,201,10281.30345
0,201,10281.918144
0,201,10282.523373
0,201,10283.13385
0,201,10283.729754
0,201,10284.348252
0,201,10284.964959
0,201,10285.559932
0,201,10286.132208
0,201,10286.718028
0,201,10287.309207
0,201,10287.91633
0,201,10288.506184
0,201,10289.093484
0,201,10289.690096
0,201,10290.287512
0,201,10290.893621
0,201,10291.499404
0,201,10292.095535
0,201,10292.720846
0,201,10293.334887
0,201,10293.933068
0,201,10294.524128
0,201,10295.120922
-10,201,10295.697072
0,201,10296.279903
0,201,10296.878516
0,201,10297.474731
0,201,10298.069521
0,201,10298.694019
0,201,10299.302762
0,201,10299.897126
0,201,10300.491593
0,201,10301.083353
0,201,10301.690587
0,201,10302.278484
0,201,10302.861577
0,201,10303.458769
0,201,10304.04199
0,201,10304.622833
0,201,10305.221122
0,201,10305.80509
0,201,10306.38699
0,201,10306.966363
0,201,10307.560375
0,201,10308.154864
-10,201,10308.747057
0,201,10309.356253
0,201,10309.953831
0,201,10310.542018
0,201,10311.145616
0,201,10311.75361
-10,201,10312.359747
0,201,10312.967937
0,201,10313.562553
0,201,10314.129218
0,201,10314.749237
0,201,10315.350626
0,201,10315.956561
0,201,10316.567565
0,201,10317.180857
0,201,10317.776387
0,201,10318.368854
-10,201,10318.979219
0,201,10319.579698
0,201,10320.164532
-10,201,10320.760941
-10,201,10321.345702
-10,201,10321.93544
0,201,10322.519965
0,201,10323.113323
0,201,10323.717185
-10,201,10324.3116
0,201,10324.903582
0,201,10325.488364
0,201,10326.065394
0,201,10326.658605
0,201,10327.250459
0,201,10327.832466
-10,201,10328.409931
0,201,10329.00169
0,201,10329.589181
0,201,10330.162309
0,201,10330.743686
-10,201,10331.334445
0,201,10331.934629
0,201,10332.553727
0,201,10333.175568
0,201,10333.781024
0,201,10334.371354
0,201,10334.945626
0,201,10335.516793
0,201,10336.090134
0,201,10336.673613
0,201,10337.258527
0,201,10337.850733
-10,201,10338.448584
0,201,10339.068932
0,201,10339.654675
0,201,10340.247573
0,201,10340.838687
0,201,10341.423814
-10,201,10342.021813
0,201,10342.612768
0,201,10343.194758
0,201,10343.780359
0,201,10344.369888
-10,201,10344.961056
0,201,10345.540983
0,201,10346.118689
0,201,10346.698103
0,201,10347.281899
0,201,10347.869089
-10,201,10348.452541
-10,201,10349.04132
0,201,10349.623252
-10,201,10350.216406
0,201,10350.830701
0,201,10351.428538
0,201,10352.04196
0,201,10352.655972
0,201,10353.268739
0,201,10353.90643
0,201,10354.493963
0,201,10355.093485
0,201,10355.687998
0,201,10356.267386
0,201,10356.856995
0,201,10357.445492
0,201,10358.03287
0,201,10358.62583
0,201,10359.205676
0,201,10359.786854
0,201,10360.374738
0,201,10360.983552
0,201,10361.612167
0,201,10362.228336
0,201,10362.833219
0,201,10363.422509
0,201,10364.024498
0,201,10364.626333
0,201,10365.225141
0,201,10365.802216
0,201,10366.386238
-10,201,10366.983693
0,201,10367.570524
0,201,10368.173402
-10,201,10368.796396
0,201,10369.385357
0,201,10369.990043
0,201,10370.594947
-20,201,10371.180776
0,201,10371.783222
0,201,10372.395123
0,201,10373.021276
-10,201,10373.619551
0,201,10374.21546
0,201,10374.79463
0,201,10375.406991
0,201,10376.026189
0,201,10376.637945
-10,201,10377.245356
0,201,10377.836843
0,201,10378.433357
0,201,10379.036334
0,201,10379.641614
0,201,10380.240037
-10,201,10380.852664
0,201,10381.475533
0,201,10382.11049
10,201,10382.725796
10,201,10383.332808
-10,201,10383.938398
0,201,10384.543969
0,201,10385.121554
0,201,10385.707003
0,201,10386.29855
-10,201,10386.924815
0,201,10387.542741
0,201,10388.113545
0,201,10388.692964
-30,201,10389.275855
-50,201,10389.849779
-60,201,10390.421494
0,201,10391.009593
0,201,10391.571705
0,201,10392.154252
0,201,10392.76288
-10,201,10393.345052
0,201,10393.936541
0,201,10394.508053
0,201,10395.084902
-20,201,10395.677844
0,201,10396.268572
0,201,10396.850353
0,201,10397.427534
0,201,10398.002672
0,201,10398.567468
0,201,10399.152966
0,201,10399.734335
0,201,10400.318203
0,201,10400.899938
-10,201,10401.481578
0,201,10402.060287
0,201,10402.63843
0,201,10403.213687
0,201,10403.816665
0,201,10404.407871
0,201,10404.98037
0,201,10405.570939
0,201,10406.178905
0,201,10406.79224
10,201,10407.38018
0,201,10408.002681
0,201,10408.627179
0,201,10409.256966
-10,201,10409.873354
0,201,10410.486969
0,201,10411.10699
0,201,10411.719813
0,201,10412.32409
0,201,10412.912109
-10,201,10413.506899
0,201,10414.096743
-10,201,10414.683904
0,201,10415.276021
-10,201,10415.864413
0,201,10416.453017
-30,201,10417.048534
0,201,10417.627728
0,201,10418.230435
0,201,10418.829863
0,201,10419.417893
0,201,10420.011493
0,201,10420.591425
0,201,10421.165941
-10,201,10421.739285
0,201,10422.325179
0,201,10422.929245
0,201,10423.525769
10,201,10424.106247
0,201,10424.687887
0,201,10425.266693
0,201,10425.848716
0,201,10426.440005
0,201,10427.037575
0,201,10427.610333
0,201,10428.210674
0,201,10428.791424
0,201,10429.379169
0,201,10429.964787
0,201,10430.556937
0,201,10431.145352
0,201,10431.740587
-10,201,10432.319844
0,201,10432.89856
0,201,10433.479768
0,201,10434.065644
0,201,10434.651918
0,201,10435.247079
0,201,10435.834479
0,201,10436.45902
0,201,10437.073281
0,201,10437.66883
-10,201,10438.275384
0,201,10438.871492
0,201,10439.474324
0,201,10440.074518
0,201,10440.681549
0,201,10441.294282
0,201,10441.909296
0,201,10442.527793
0,201,10443.141188
0,201,10443.744906
0,201,10444.347112
0,201,10444.948837
-10,201,10445.550716
0,201,10446.135378
0,201,10446.733371
0,201,10447.343391
-20,201,10447.934002
-10,201,10448.532575
0,201,10449.121538
0,201,10449.713234
-10,201,10450.312796
0,201,10450.930131
0,201,10451.539278
0,201,10452.124993
0,201,10452.720475
0,201,10453.322761
0,201,10453.913783
0,201,10454.512502
0,201,10455.106978
0,201,10455.696297
0,201,10456.281856
0,201,10456.875614
0,201,10457.487331
0,201,10458.100665
0,201,10458.707681
0,201,10459.342682
0,201,10459.952152
0,201,10460.55675
0,201,10461.157149
0,201,10461.765742
0,201,10462.389407
0,201,10462.991699
0,201,10463.604545
0,201,10464.209498
0,201,10464.804867
0,201,10465.399676
0,201,10465.995845
-10,201,10466.596971
-10,201,10467.197542
0,201,10467.795595
0,201,10468.390566
0,201,10468.977537
-10,201,10469.569301
0,201,10470.161696
0,201,10470.752071
0,201,10471.349964
0,201,10471.943836
-10,201,10472.539423
0,201,10473.132364
0,201,10473.733751
0,201,10474.329432
0,201,10474.930665
0,201,10475.517685
0,201,10476.116236
0,201,10476.719708
0,201,10477.314247
0,201,10477.906113
0,201,10478.49429
0,201,10479.085232
0,201,10479.682268
0,201,10480.28036
0,201,10480.869747
0,201,10481.46546
0,201,10482.064361
0,201,10482.657324
0,201,10483.236191
0,201,10483.819937
-10,201,10484.404077
0,201,10484.982784
-10,201,10485.564928
0,201,10486.137752
0,201,10486.71317
-10,201,10487.282679
0,201,10487.850037
-10,201,10488.431897
0,201,10489.007835
-10,201,10489.578387
0,201,10490.152978
0,201,10490.724192
0,201,10491.298402
0,201,10491.871671
0,201,10492.447527
0,201,10493.02128
0,201,10493.601544
0,201,10494.182075
-10,201,10494.770246
0,201,10495.372003
0,201,10495.980137
0,201,10496.584822
0,201,10497.189777
0,201,10497.78402
0,201,10498.400806
0,201,10499.010187
0,201,10499.633212
0,201,10500.244103
0,201,10500.858312
0,201,10501.471777
0,201,10502.083743
0,201,10502.700469
0,201,10503.310438
-10,201,10503.916693
0,201,10504.507573
0,201,10505.125832
0,201,10505.739907
0,201,10506.345118
0,201,10506.9446
0,201,10507.534045
0,201,10508.124231
10,201,10508.708606
0,201,10509.283298
0,201,10509.862895
0,201,10510.437442
0,201,10511.011528
0,201,10511.584482
0,201,10512.153738
0,201,10512.740194
0,201,10513.330855
-10,201,10513.9189
0,201,10514.508924
0,201,10515.088349
0,201,10515.666507
0,201,10516.234177
0,201,10516.816376
0,201,10517.388684
0,201,10517.960177
0,201,10518.531713
0,201,10519.118667
0,201,10519.700564
0,201,10520.28004
0,201,10520.859755
0,201,10521.442024
-10,201,10522.024054
0,201,10522.605767
-10,201,10523.188972
-20,201,10523.775561
0,201,10524.361445
0,201,10524.940856
-10,201,10525.52787
-10,201,10526.108493
0,201,10526.68474
-10,201,10527.267663
0,201,10527.844767
0,201,10528.432396
0,201,10529.020308
0,201,10529.597803
0,201,10530.170489
0,201,10530.747638
0,201,10531.324456
0,201,10531.898957
0,201,10532.474077
0,201,10533.041114
0,201,10533.602726
0,201,10534.183525
0,201,10534.773499
-10,201,10535.354935
0,201,10535.937727
0,201,10536.521301
0,201,10537.103233
0,201,10537.689615
-10,201,10538.275954
-10,201,10538.864199
-10,201,10539.450841
0,201,10540.036433
0,201,10540.630617
0,201,10541.26887
0,201,10541.883307
-10,201,10542.50947
-10,201,10543.149565
0,201,10543.856677
0,201,10544.474373
-10,201,10545.09761
0,201,10545.778632
0,201,10546.405892
0,201,10546.995567
-10,201,10547.660009
0,201,10548.304913
0,201,10548.983072
0,201,10549.630768
0,201,10550.277215
0,201,10550.908043
0,201,10551.511363
0,201,10552.146203
0,201,10552.79165
0,201,10553.396607
-10,201,10554.030884
0,201,10554.637986
0,201,10555.296983
0,201,10555.925155
0,201,10556.569343
0,201,10557.187754
0,201,10557.788261
0,201,10558.418623
0,201,10559.007828
0,201,10559.599794
0,201,10560.179495
0,201,10560.760031
0,201,10561.354923
0,201,10561.961356
0,201,10562.585664
0,201,10563.20357
-10,201,10563.812758
0,201,10564.416422
0,201,10565.001387
10,201,10565.598988
-10,201,10566.258666
0,201,10566.935527
-10,201,10567.608222
0,201,10568.319561
0,201,10568.961776
0,201,10569.600417
-10,201,10570.244252
0,201,10570.899779
0,201,10571.51738
0,201,10572.146818
0,201,10572.781598
10,201,10573.411296
0,201,10574.020555
0,201,10574.631397
0,201,10575.260225
0,201,10575.883203
0,201,10576.514171
0,201,10577.105989
0,201,10577.719556
0,201,10578.349855
0,201,10578.973583
0,201,10579.584198
0,201,10580.198932
0,201,10580.832601
0,201,10581.448265
-10,201,10582.028436
0,201,10582.614603
0,201,10583.20557
0,201,10583.816654
0,201,10584.403262
0,201,10584.992836
0,201,10585.613315
0,201,10586.203868
-10,201,10586.782987
0,201,10587.373371
0,201,10587.980953
0,201,10588.609199
0,201,10589.246028
-10,201,10589.836953
0,201,10590.495415
0,201,10591.107264
0,201,10591.706608
0,201,10592.2981
0,201,10592.907948
0,201,10593.49794
0,201,10594.104086
0,201,10594.697415
0,201,10595.278728
0,201,10595.858834
0,201,10596.442789
0,201,10597.029757
0,201,10597.613875
0,201,10598.199152
0,201,10598.788757
0,201,10599.383719
0,201,10599.978106
0,201,10600.5755
0,201,10601.143811
0,201,10601.708704
0,201,10602.285115
-10,201,10602.861431
0,201,10603.437654
0,201,10604.009916
0,201,10604.587162
0,201,10605.168896
0,201,10605.765696
0,201,10606.372203
0,201,10606.972616
10,201,10607.568496
-10,201,10608.149764
-10,201,10608.737564
0,201,10609.325869
0,201,10609.915269
0,201,10610.501397
-10,201,10611.08223
0,201,10611.655972
-10,201,10612.223321
0,201,10612.792347
0,201,10613.361856
0,201,10613.932575
0,201,10614.508131
0,201,10615.090813
0,201,10615.660702
0,201,10616.253394
0,201,10616.837934
0,201,10617.418568
0,201,10617.994252
0,201,10618.576349
0,201,10619.160598
0,201,10619.748524
0,201,10620.336121
0,201,10620.935769
0,201,10621.543085
10,201,10622.126597
0,201,10622.705799
0,201,10623.292907
-10,201,10623.925394
0,201,10624.538433
0,201,10625.167307
0,201,10625.793195
0,201,10626.401247
0,201,10626.986502
0,201,10627.573539
0,201,10628.176833
10,201,10628.776981
0,201,10629.36809
0,201,10629.957482
0,201,10630.570154
0,201,10631.186153
0,201,10631.798312
0,201,10632.418223
0,201,10633.038078
0,201,10633.67443
0,201,10634.330058
0,201,10634.954816
0,201,10635.57908
0,201,10636.216298
0,201,10636.863424
0,201,10637.470979
0,201,10638.069652
-10,201,10638.667316
0,201,10639.273028
0,201,10639.869026
0,201,10640.451013
0,201,10641.052953
-10,201,10641.652894
0,201,10642.249557
0,201,10642.834174
0,201,10643.456271
-10,201,10644.058625
0,201,10644.644112
0,201,10645.251403
0,201,10645.841431
0,201,10646.428556
0,201,10647.063588
0,201,10647.710648
0,201,10648.331507
0,201,10648.936344
0,201,10649.523679
0,201,10650.112483
-10,201,10650.695901
0,201,10651.290349
-10,201,10651.885658
0,201,10652.493236
-10,201,10653.097881
0,201,10653.706423
0,201,10654.322092
0,201,10654.925546
0,201,10655.521229
0,201,10656.117795
0,201,10656.726896
0,201,10657.334051
0,201,10657.958812
0,201,10658.566978
0,201,10659.185032
-10,201,10659.79708
-10,201,10660.382769
0,201,10660.990939
0,201,10661.605757
0,201,10662.236614
0,201,10662.888267
0,201,10663.50113
10,201,10664.09316
0,201,10664.706924
0,201,10665.33038
0,201,10665.975708
0,201,10666.627919
0,201,10667.274843
0,201,10667.873211
0,201,10668.451025
0,201,10669.048777
0,201,10669.647843
0,201,10670.252036
0,201,10670.849644
0,201,10671.462773
0,201,10672.07167
0,201,10672.660661
0,201,10673.261289
0,201,10673.861112
0,201,10674.470262
0,201,10675.090665
0,201,10675.69794
0,201,10676.305482
0,201,10676.906422
-10,201,10677.495994
0,201,10678.092508
0,201,10678.685366
0,201,10679.283562
0,201,10679.878282
0,201,10680.491522
0,201,10681.09099
0,201,10681.681384
0,201,10682.289345
0,201,10682.873631
0,201,10683.47362
0,201,10684.099122
0,201,10684.696368
0,201,10685.298677
0,201,10685.895454
0,201,10686.497044
0,201,10687.107968
0,201,10687.72507
0,201,10688.317904
0,201,10688.912815
0,201,10689.489324
0,201,10690.06572
0,201,10690.657036
0,201,10691.235764
0,201,10691.838855
0,201,10692.443858
0,201,10693.058953
0,201,10693.674233
0,201,10694.265194
0,201,10694.860985
0,201,10695.481663
0,201,10696.083494
0,201,10696.672745
0,201,10697.270701
0,201,10697.873851
0,201,10698.456452
0,201,10699.032408
0,201,10699.606364
0,201,10700.203559
0,201,10700.795629
0,201,10701.399753
0,201,10702.013113
0,201,10702.604386
-10,201,10703.237166
0,201,10703.912084
0,201,10704.575364
0,201,10705.19588
0,201,10705.904058
0,201,10706.523363
0,201,10707.132482
0,201,10707.744718
0,201,10708.357447
0,201,10708.962158
0,201,10709.588781
-10,201,10710.199769
0,201,10710.811071
0,201,10711.438346
0,201,10712.076199
0,201,10712.702044
0,201,10713.308022
0,201,10713.913399
0,201,10714.505248
0,201,10715.114276
-10,201,10715.709369
0,201,10716.330966
0,201,10716.916875
-10,201,10717.510484
-10,201,10718.132598
0,201,10718.743524
0,201,10719.357443
0,201,10719.952554
0,201,10720.551491
0,201,10721.181829
0,201,10721.787268
0,201,10722.378531
0,201,10722.994141
0,201,10723.603241
0,201,10724.239008
0,201,10724.875345
0,201,10725.530273
0,201,10726.199678
0,201,10726.823886
0,201,10727.454599
0,201,10728.064573
0,201,10728.701385
0,201,10729.344098
0,201,10730.004779
10,201,10730.637317
0,201,10731.297949
0,201,10731.903413
0,201,10732.522941
0,201,10733.16803
-10,201,10733.787274
0,201,10734.394637
0,201,10734.996585
0,201,10735.617086
0,201,10736.244991
0,201,10736.863376
0,201,10737.475944
0,201,10738.092144
0,201,10738.668226
0,201,10739.282378
-20,201,10739.864851
0,201,10740.468045
0,201,10741.099801
0,201,10741.705675
0,201,10742.33902
0,201,10742.953761
0,201,10743.588922
0,201,10744.206913
0,201,10744.832225
0,201,10745.522172
0,201,10746.118986
0,201,10746.694957
0,201,10747.264829
0,201,10747.861989
0,201,10748.454309
0,201,10749.028902
0,201,10749.61802
0,201,10750.198765
0,201,10750.800116
0,201,10751.42417
0,201,10752.022343
0,201,10752.627059
0,201,10753.245838
0,201,10753.89574
0,201,10754.545868
0,201,10755.175601
0,201,10755.824044
0,201,10756.478215
0,201,10757.101018
0,201,10757.675252
0,201,10758.250531
-10,201,10758.821938
0,201,10759.388557
0,201,10760.055709
0,201,10760.67558
0,201,10761.287233
0,201,10761.929211
0,201,10762.570409
0,201,10763.22793
0,201,10763.877162
-10,201,10764.502697
0,201,10765.157774
0,201,10765.820232
0,201,10766.51092
0,201,10767.173703
0,201,10767.819078
0,201,10768.454984
0,201,10769.118293
0,201,10769.743731
0,201,10770.415639
0,201,10771.05337
-10,201,10771.669052
-10,201,10772.314203
0,201,10772.954016
0,201,10773.607235
0,201,10774.305855
0,201,10774.965991
0,201,10775.597979
0,201,10776.239623
0,201,10776.895679
0,201,10777.517973
10,201,10778.214674
-10,201,10778.865962
0,201,10779.490159
10,201,10780.142075
0,201,10780.80189
0,201,10781.430529
0,201,10782.094863
0,201,10782.78873
0,201,10783.428965
0,201,10784.083959
0,201,10784.72466
0,201,10785.353654
0,201,10785.987309
0,201,10786.598031
0,201,10787.259938
0,201,10787.892956
0,201,10788.528031
0,201,10789.174818
0,201,10789.760255
0,201,10790.433167
0,201,10791.069533
0,201,10791.689332
0,201,10792.325887
0,201,10792.990592
0,201,10793.632438
0,201,10794.268737
0,201,10794.981946
0,201,10795.639668
0,201,10796.304202
0,201,10796.957509
0,201,10797.602863
0,201,10798.234148
0,201,10798.883034
0,201,10799.558712
0,201,10800.186088
0,201,10800.807204
0,201,10801.442561
0,201,10802.128077
0,201,10802.767703
0,201,10803.383046
0,201,10803.996999
0,201,10804.610532
0,201,10805.24038
0,201,10805.835363
0,201,10806.441595
0,201,10807.045555
0,201,10807.647443
-10,201,10808.272622
0,201,10808.887056
0,201,10809.484404
0,201,10810.098187
0,201,10810.758248
0,201,10811.409209
0,201,10812.05942
0,201,10812.709494
0,201,10813.327868
0,201,10813.929908
0,201,10814.575421
0,201,10815.225622
0,201,10815.859541
-10,201,10816.459436
0,201,10817.073177
0,201,10817.695679
0,201,10818.304195
-10,201,10818.905858
0,201,10819.503686
0,201,10820.128264
-10,201,10820.722979
0,201,10821.319026
0,201,10821.926767
0,201,10822.51757
-10,201,10823.132003
0,201,10823.715765
0,201,10824.3384
0,201,10824.931678
0,201,10825.536083
0,201,10826.18793
-10,201,10826.80245
-10,201,10827.407899
0,201,10828.042525
10,201,10828.666074
0,201,10829.30652
0,201,10829.90994
0,201,10830.54701
0,201,10831.141875
-10,201,10831.716165
0,201,10832.340988
10,201,10832.969703
0,201,10833.633013
0,201,10834.277165
0,201,10834.866276
-10,201,10835.488632
0,201,10836.088088
-10,201,10836.686496
0,201,10837.281854
0,201,10837.898048
-10,201,10838.512517
0,201,10839.088398
-10,201,10839.671231
0,201,10840.275637
0,201,10840.88287
0,201,10841.496671
0,201,10842.096729
0,201,10842.696607
0,201,10843.281382
-10,201,10843.867194
0,201,10844.48181
0,201,10845.084484
0,201,10845.708997
0,201,10846.297371
0,201,10846.932654
0,201,10847.606716
10,201,10848.210241
0,201,10848.814969
0,201,10849.453226
0,201,10850.098141
0,201,10850.747037
